title,journal,year
A happiness degree predictor using the conceptual data structure for deep learning architectures,Computer methods and programs in biomedicine,2019.0
Lineability within probability theory settings,Revista de la Real Academia de Ciencias Exactas Fisicas y Naturales. Serie ...,2017.0
A game-theory method to design job rotation schedules to prevent musculoskeletal disorders based on workers’ preferences and competencies,International journal of environmental research and public health,2019.0
Analytical evaluation of the performance of contact-based messaging applications,Computer Networks,2016.0
Automatic classification of winding asymmetries in wound rotor induction motors based on bicoherence and fuzzy C-means algorithms of stray flux signals,IEEE Transactions on Industry Applications,2021.0
A model based on local graphs for colour images and its application for Gaussian noise smoothing,Journal of Computational and Applied Mathematics,2018.0
On the existence of transitive and topologically mixing semigroups,Bulletin of the Belgian Mathematical Society-Simon Stevin,2007.0
Hypercyclic subspaces in omega,Journal of mathematical analysis and applications,2006.0
Characterization of anomalous diffusion through convolutional transformers,Journal of Physics A: Mathematical and Theoretical,2023.0
Age slowing down in detection and visual discrimination under varying presentation times,Scandinavian journal of psychology,2017.0
An algorithm for self-organization of driverless vehicles of a car-rental service,Nonlinear Dynamics,2016.0
Hypercyclic algebras for convolution and composition operators,Journal of Functional Analysis,2018.0
Linear dynamics of semigroups generated by differential operators,Open Mathematics,2017.0
Convolution operators supporting hypercyclic algebras,Journal of Mathematical Analysis and Applications,2017.0
Fractional vs. ordinary control systems: what does the fractional derivative provide?,Mathematics,2022.0
Chaotic semigroups from second order partial differential equations,Journal of Mathematical Analysis and Applications,2017.0
Chaos for the hyperbolic bioheat equation,Discrete and Continuous Dynamical Systems-Series A,2015.0
Sums and products of bad functions,Contemporary Mathematics,2007.0
Estimation of the light field inside photosynthetic microorganism cultures through Mittag-Leffler functions at depleted light conditions,Journal of Quantitative Spectroscopy and Radiative Transfer,2018.0
An analytical model based on population processes to characterize data dissemination in 5G opportunistic networks,IEEE Access,2017.0
Distributional chaos for the forward and backward control traffic model,Linear Algebra and its Applications,2015.0
Chaotic translation semigroups,Conference Publications,2007.0
Zipfas and benfordas laws in twitter hashtags,Proceedings of the Student Research Workshop at the,2017.0
Subgrouping Factors Influencing Migraine Intensity in Women: A Semi‐automatic Methodology Based on Machine Learning and Information Geometry,Pain Practice,2020.0
Smartphone sensors for monitoring cancer-related quality of life: app design EORTC QLQ-C30 mapping and feasibility study in healthy subjects,International Journal of Environmental Research and Public Health,2019.0
When the identity theorem seems to fail,The American Mathematical Monthly,2014.0
Dynamics of multivalued linear operators,Open Mathematics,2017.0
Dynamics of the solutions of the water hammer equations,Topology and its Applications,2016.0
Operadores y semigrupos de operadores en espacios de Frechet y espacios localmente convexos.,,2015.0
New approach for phylogenetic tree recovery based on genome-scale metabolic networks,Journal of Computational Biology,2014.0
Gramian angular fields for leveraging pretrained computer vision models with anomalous diffusion trajectories,Physical Review E,2023.0
Reversible self-replication of spatiotemporal Kerr cavity patterns,Physical review letters,2021.0
Subphenotyping of Mexican patients with COVID-19 at preadmission to anticipate severity stratification: age-sex unbiased meta-clustering technique,JMIR Public Health and Surveillance,2022.0
Use of receiver operating characteristic curve to evaluate a street lighting control system,IEEE Access,2021.0
El respeto al poder en Twitter en la crisis espanola por el COVID-19,Circulo de Linguistica Aplicada a la Comunicacion,2021.0
Visibility graphs of fractional Wu Baleanu time series,Journal of Difference Equations and Applications,2019.0
Temporal variability analysis reveals biases in electronic health records due to hospital process reengineering interventions over seven years,Plos one,2019.0
Feature extraction and similarity of movement detection during sleep based on higher order spectra and entropy of the actigraphy signal: Results of the Hispanic Community ...,Sensors,2018.0
Highly tempering infinite matrices,Revista de la Real Academia de Ciencias Exactas Fisicas y Naturales. Serie ...,2018.0
Chaotic differential operators,Revista de la Real Academia de Ciencias Exactas Fisicas y Naturales. Serie ...,2011.0
Sets of periods for chaotic linear operators,Revista de la Real Academia de Ciencias Exactas Fisicas y Naturales. Serie ...,2021.0
El poster cientifico como medio para desarrollar la competencia de comunicacion,Universidad de Alicante,2015.0
How the Wakamola chatbot studied a university community’s lifestyle during the COVID-19 confinement,Health Informatics Journal,2021.0
Corrected Evolutive Kendall Coefficients for Incomplete Rankings with Ties: Application to Case of Spotify Lists,Mathematics,2020.0
Bispectrum analysis of stray flux signals for the robust detection of winding asymmetries in wound rotor induction motors,,2020.0
Benefits of a dance group intervention on institutionalized elder people: a Bayesian network approach,Applied Mathematics and Nonlinear Sciences,2018.0
Natural visibility graphs for diagnosing attention deficit hyperactivity disorder (ADHD),Electronic Notes in Discrete Mathematics,2016.0
Chaotic asymptotic behaviour of the solutions of the Lighthill–Whitham–Richards equation,Nonlinear Dynamics,2016.0
Predicting Success in the Computer Science Degree Using ROC Analysis.,FECS,2008.0
Automatic Classification of Field Winding Faults in Synchronous Motors based on Bicoherence Image Segmentation and Higher Order Statistics of Stray Flux Signals,IEEE Transactions on Industry Applications,2023.0
A user-centered chatbot to identify and interconnect individual social and environmental risk factors related to overweight and obesity,Informatics for Health and Social Care,2022.0
Divisibility patterns within Pascal divisibility networks,Mathematics,2020.0
[S]-linear and convex structures in function families,Linear Algebra and its Applications,2019.0
Power-law distribution of natural visibility graphs from reaction times series,Symmetry,2019.0
Determinacion de componentes conexas en el analisis de zonas homogeneas y de detalle en imagenes a color,Modelling in science education and learning,2018.0
On the existence of chaos for the viscous Van Wijngaardena Eringen equation Chaos, Solitons & Fractals,2016.0
Linear chaos for the Quick-Thinking-Driver model,Semigroup Forum,2016.0
An Extension of Hypercyclicity for N‐Linear Operators,Abstract and Applied Analysis,2014.0
Organizacion del trabajo en grupo mediante la tecnica del puzzle de Aronson,Actas del III Congreso Internacional Docencia Universitaria e Innovacion ...,2004.0
Photonic snake states in two-dimensional frequency combs,Nature Photonics,2023.0
Inferring the fractional nature of Wu Baleanu trajectories,Nonlinear Dynamics,2023.0
Graph-based methods for simultaneous smoothing and sharpening of color images,Journal of Computational and Applied Mathematics,2019.0
Detection of bar breakages in induction motor via spectral subtraction of stray flux signals,,2018.0
An Analysis of the Influence of Graph Theory When Preparing for Programming Contests,Mathematics,2017.0
Smooth functions with uncountably many zeros,Bulletin of the Belgian Mathematical Society-Simon Stevin,2015.0
Teaching me softly: A syllabus for a subject on soft skills,INTED,2015.0
PATU: A mentoring program for freshmen,,2011.0
A freshmen mentoring program at the Universitat Politecnica de Valencia over the period 2000-2010,Journal of Industrial Engineering and Management (JIEM),2011.0
Experiencias con evaluacion inicial para alumnos de nuevo ingreso,Actas del V Congreso Internacional Docencia Universitaria Innovacion Lleida,2008.0
The Spanish experience of adapting to the ECTS system,ECTS Assessment in Higher Education (ISBN:,2006.0
Exploring the Entropy-Based Classification of Time Series Using Visibility Graphs from Chaotic Maps,Mathematics,2024.0
The electric vehicle traveling salesman problem on digital elevation models for traffic-aware urban logistics,Algorithms,2023.0
Multifractal spectrum and higher order statistics for the detection of field winding faults in wound field synchronous motors,,2021.0
Detection of adjacent and non-adjacent bar breakages in induction motors based on power spectral subtraction and second order statistics of sound signals,Applied Sciences,2020.0
Shock wave formation in compliant arteries,Evolution Equations and Control Theory (Online),2019.0
Dynamics on binary relations over topological spaces,Symmetry,2018.0
Isomorphic copies of l1 for homogeneous non analytic Bohnenblust Hille polynomials,Mathematische Nachrichten,2017.0
Passam: Peer assessment and monitoring system,In-Red,2016.0
On the universality of multipliers on H (C),Journal of Approximation Theory,2010.0
The sets of monomorphisms and of almost open operators between locally convex spaces,Proceedings of the American Mathematical Society,2001.0
Testing Lung Cancer Patients’ and Oncologists’ Experience with the Lalaby App for Monitoring the Quality of Life through Mobile Sensors and Integrated Questionnaires,International Journal of Human–Computer Interaction,2024.0
Structure and approximation properties of Laplacian-like matrices,Results in Mathematics,2023.0
A variant-dependent molecular clock with anomalous diffusion models SARS-CoV-2 evolution in humans,Proceedings of the National Academy of Sciences,2023.0
Community detection‐based deep neural network architectures: A fully automated framework based on Likert‐scale data,Mathematical Methods in the Applied Sciences,2020.0
Mathematical modeling and numerical simulation of heat dissipation in led bulbs,Thermal Science,2020.0
The praktikum upv campus: Stretching closer ties between research at the university and students in secondary school,WPOM-Working Papers on Operations Management,2015.0
A Tree‐Based Model for Setting Optimal Train Fare Zones,Mathematical Problems in Engineering,2014.0
A Project to Establish a Context for Teaching Innovation at the Faculty of Computer Science of Valencia,Proceedings of the Intl. Conference on Engineering Education ICEE,2006.0
Fractal Fractional Derivative Models for Simulating Chemical Degradation in a Bioreactor,Axioms,2024.0
COVID-19 outbreaks analysis in the Valencian Region of Spain in the prelude of the third wave,Frontiers in Public Health,2022.0
Bicoherence and Skewness-Kurtosis analysis for the detection of field winding faults in synchronous motors using stray flux signals,,2022.0
Multifractal 1-D wavelet leader based on spectral kurtosis of armature currents for sparking detection in DC motors,,2022.0
Two-dimensional compact-finite-difference schemes for solving the bi-laplacian operator with homogeneous wall-normal derivatives,Mathematics,2021.0
A system to monitor and model the thermal isolation of coating compounds applied to closed spaces,Thermal Science,2020.0
Large scale evaluation of differences between network-based and pairwise sequence-alignment-based methods of dendrogram reconstruction,Plos one,2019.0
Evolucion de la docencia en Teoria de Grafos en las ultimas decadas,In-Red,2017.0
Design of conceptual maps for massive open online courses (moocs),INTED,2015.0
What do secondary school students need to know about a university that would facilitate their choice?,INTED,2012.0
Analysis of the impact of a mentoring program in the computer science degrees at the Universitat Politecnica de Valencia-Impact of the PATU program at the Escuela Tecnica ...,,2011.0
La dedicacion del alumno en la Facultad de Informatica de la Universidad Politecnica de Valencia,IV Congreso Internacional de Docencia Universitaria e Innovacion Barcelona,2006.0
Spectral Entropy and Frequency Cepstral Coefficients of Stray Flux Signals for Sparking Detection in DC Motors,,2023.0
Recovering discrete delayed fractional equations from trajectories,Mathematical Methods in the Applied Sciences,2023.0
Adaptation of the COVASIM model to incorporate non-pharmaceutical interventions: application to the Dominican Republic during the second wave of COVID-19,Applied Mathematics and Nonlinear Sciences,2023.0
Bispectrum and Kurtosis Analysis of Rotor Currents for the Detection of Field Winding Faults in Synchronous Motors,,2021.0
Analysis of turbulence models for flow simulation in the aorta,Proceedings of the XXVI Congreso de Ecuaciones Diferenciales y Aplicaciones ...,2021.0
Graphs based methods for simultaneous smoothing and sharpening,MethodsX,2020.0
Telecochips: Promoting telecommunications and electronic engineering among young students,IEEE Revista Iberoamericana de Tecnologias del Aprendizaje,2016.0
Analisis de la formacion preuniversitaria en el rendimiento de los alumnos de primer curso de Ingenieria informatica,Recuperado de: http://s,2014.0
Un modelo de tutorizacion y apoyo para mejorar el rendimiento academico de alumnos de 1er curso de universidad: El programa INTEGRA2,Trabajo presentado en Simposio sobre Sistemas de Acogida y Tutorizacion en ...,2012.0
Assessment of the learning competence of mathematics for freshmen of the computer science degree,IEEE EDUCON,2010.0
Spectral conditions for hypercyclic C_0 semigroups,Function Theory on infinite dimensional spaces-X Conference,2008.0
Revised and generalized results of averaging principles for the fractional case,Axioms,2024.0
Improving traffic light systems using Deep Q-networks,Expert Systems with Applications,2024.0
Bispectral Wavelet Time-Frequency Analysis for the Detection of Field Winding Faults in Synchronous Motors,,2024.0
A new paradigm in the logistic and similar maps: time stepping schemes,Revista de la Real Academia de Ciencias Exactas Fisicas y Naturales. Serie ...,2024.0
A method for the dynamics of vortices in a Bose-Einstein condensate: analytical equations of the trajectories of phase singularities,Condensed Matter,2023.0
A pre-processing procedure for the implementation of the Greedy-Rank One Algorithm to solve high–dimensional linear systems,AIMS Mathematics,2023.0
When Does Chaos Appear While Driving? Learning Dynamical Systems via Car Following Models,Mathematics Magazine,2022.0
Envelope Spectral Kurtosis and SVD Analysis of Stray Flux Signals for the Diagnosis of Field Winding Faults in Synchronous Motors,,2021.0
Divisibility networks of the rational numbers in the unit interval,Symmetry,2020.0
Rational Design of a Genetic Finite State Machine: Combining Biology Engineering and Mathematics for Bio-Computer Research,Mathematics,2020.0
A SIR-based model for contact-based messaging applications supported by permanent infrastructure,Discrete and Continuous Dynamical Systems-S,2019.0
Multiplicative structures of hypercyclic functions for convolution operators,J. Oper. Theory,2018.0
5phero Kids. Una aplicacion educativa para alumnos de Educacion Infantil,Ediciones Universidad de Salamanca (Espana),2016.0
Telecochips: Promoviendo la Ingenieria en Telecomunicacion entre los jovenes estudiantes,VAEP-RITA. Version Abierta Espanol-Portugues,2015.0
Advanced Noise Filtering Techniques with Horizontal Visibility Graphs and LogNNet: A Study on White Noise Suppression,,2025.0
Higher-Order Spectral Analysis and Artificial Intelligence for Diagnosing Faults in Electrical Machines: An Overview,Mathematics,2024.0
Qualitative Analysis of Stochastic Caputo–Katugampola Fractional Differential Equations.,Axioms,2024.0
Predictive deep learning models for analyzing discrete fractional dynamics from noisy and incomplete data,Chinese Journal of Physics,2024.0
Visualizing Academic Contributions to Achieving the Sustainable Development Goals through AI: The Case of Universitat Politecnica de Valencia,ACS Sustainable Resource Management,2024.0
Two-dimensional frequency combs and photonic snakes in cylindrical microresonators,Laser Resonators Microresonators and Beam Control XXVI PC,2024.0
Stock volatility as an anomalous diffusion process,AIMS Mathematics,2024.0
Analytical study of a Hepatitis B epidemic model using a discrete generalized nonsingular kernel,AIMS Mathematics,2024.0
Predicting COVID-19 pandemic waves including vaccination data with deep learning,Frontiers in Public Health,2023.0
Multifractal Spectrum and Complex Cepstrum Analysis of Armature Currents and Stray Flux Signals for Sparking Detection in DC Motors,IEEE Transactions on Industry Applications,2023.0
Artificial intelligence reveals human biases in sustainability research,,2023.0
Frequency Combs and Photonic Snakes,European Quantum Electronics Conference ef_,2023.0
Bright and dark solitons in pure quartic Kerr resonators,European Quantum Electronics Conference ef_p_,2023.0
EP10. 01-017 Use of Lalaby in Lung Cancer Patients to Trace Performance from Phone Sensors and Reported Outcomes Involving Quality of Life,Journal of Thoracic Oncology,2022.0
Open data science to fight covid-19: Winning the 500k xprize pandemic response challenge,IJCAI,2022.0
La iniciativa Valencia IA4COVID,Indice: Revista de Estadistica y Sociedad,2022.0
Dynamics of multidimensional Cesaro operators,Bulletin of the Belgian Mathematical Society-Simon Stevin,2019.0
An example of company-university cooperation: Mathematical modeling and numerical simulation of heat dissipation in led bulbs,Libro de actas del XXVI Congreso Universitario de Innovacion Educativa en ...,2018.0
Modelos de la teoria de grafos aplicados a problemas de competiciones de programacion,In-Red,2016.0
Experiencias docentes para secundaria bachillerato y ciclos formativos a partir del programa Praktikum-UPV,,2016.0
Influencia de la educacion inversa en el aprendizaje y adquisicion de competencias transversales,In-Red,2015.0
EVALUA: una herramienta de ayuda a la acreditacion de las titulaciones universitarias,Evaluacion de la Calidad de la Investigacion y de la Educacion Superior ...,2015.0
Encontrando evidencias de la evaluacion por competencias en el Grado de Ingenieria Informatica,Jornadas de Innovacion Educativa y docencia en Red de la Universitat ...,2014.0
Sistemas de acogida y tutorizacion en estudios universitarios (SATEU):[simposio celebrado los dias 25 y 26 de octubre de 2012 en la Universitat Politecnica de Valencia],Ministerio de Educacion Cultura y Deporte Subdireccion General ...,2013.0
An application-case for derivative learning: optimization in colour image filtering,IEEE EDUCON,2010.0
Teoria de Operadores y Espaciabilidad,,2010.0
Enlargements of operators between locally convex spaces.,RACSAM,2007.0
Modelo de gestion de practicas en un laboratorio de arquitectura de computadores.,Universidad Politecnica de Valencia,1970.0
Artificial Intelligence Reveals Unbalanced Sustainability Domains in Funded Research,Available at SSRN,
Anomalous diffusion vs. stock volatility through machine learning,,
Anomalous diffused motion changes in single-particle tracking experiments,,
Modelo de gestion de pr�cticas en un laboratorio de arquitectura de computadores,,
Machine Learning-based Graph Size Reduction for Electric Vehicle Routing Problems,,
Analisis Funcional Teoria de Distribuciones de Schwartz y ChatGPT en Ingenieria Fisica Autores/as Afiliaciones,,
A Laplacian decomposition algorithm for square matrices,EACA,
Materials Applicable to an Axially-Laminated Synchronous Reluctance Machine Considering Mechanical and Electromagnetic Aspects A. Credo E. Kurvinen I. Petrov,,
Analisis de la contribucion a los ODS de la formacion en matematica avanzada,OVACIO DOCEN,
A Laplacian approach to the Greedy Rank-One Algorithm for a class of linear systems,,
Desarrollo de un modelo matematico de clasificaci�n dactiloscopica,,
