title,journal,year
Non linear orthogonal modal decompositions in turbulent flows via autoencoders,International Symposium on Turbulence and Shear Flow Phenomena TSFP,2022
Predicting Coherent Turbulent Structures via Deep Learning,Frontiers Media SA,2022
Effect of the horizontal aspect ratio on thermocapillary convection stability in annular pool with surface heat dissipation,Elsevier Ltd,2020
New scaling laws for turbulent poiseuille flow with wall transpiration,TSFP 8,2013
Basic networks: Definition and applications,,2009
Tracking Turbulent Coherent Structures by Means of Neural Networks,MDPI AG,2021
Prediction of cancer risk based on study of genetic variants in healthy women in the Spanish population (Prediccion de riesgo de cancer de mama en mujeres sanas de poblacion espanola basado en el estudio de variantes geneticas),Elsevier Doyma,2019
Comparison of turbulent boundary layers and channels from direct numerical simulation,International Symposium on Turbulence and Shear Flow Phenomena TSFP,2009
A code for simulating heat transfer in turbulent channel flow,MDPI AG,2021
Following Vortices in Turbulent Channel Flows,Springer Science and Business Media Deutschland GmbH,2021
Three dimensional ESRGAN for super resolution reconstruction of turbulent flows with tricubic interpolation based transfer learning,American Institute of Physics Inc.,2022
Plane turbulent Couette flow: DNS large scale structures and symmetry induced scaling laws,TSFP 9,2015
Theoretical study of a Benard Marangoni problem,,2011
A large eddy simulation of diesel like gas jets,Inderscience Publishers,2011
On the onset of instabilities in a Benard Marangoni problem in an annular domain with temperature gradient,Serbian Society of Heat Transfer Engineers,2017
Identifying regions of importance in wall bounded turbulence through explainable deep learning,Nature Research,2024
Utilizing indicator functions with computational data to confirm nature of overlap in normal turbulent stresses: Logarithmic or quarter power,American Institute of Physics,2024
A study of the mesh effect on a rocket plume simulation,Elsevier B.V.,2022
Application and evaluation of the Eulerian Lagrangian Spray Atomization (ELSA) model on CFD diesel spray simulations,SAE International,2011
Oberlack et al. Reply,American Physical Society,2023
Assessment of Computational Fluid Dynamics acoustic prediction accuracy and deflector impact on launch aero acoustic environment,Acoustical Society of America,2022
New scaling laws for turbulent Poiseuille flow with wall transpiration,Cambridge University Press,2014
Deflector shape impact on aero acoustic noise generation and propagation,Elsevier Ltd,2023
Chebyshev Collocation for a Convective Problem in Primitive Variable Formulation,,2003
Evaluation and validation of ELSA model in diesel sprays: 3D cavitating nozzles case,ILASS Europe Institute for Liquid Atomization and Spray Systems,2012
Aerodynamic optimization of a VTOL drone using winglets,Elsevier B.V.,2023
Thermal Structures in Turbulent Couette Flows by DNS,Springer,2020
A deep learning approach for reconstructing 3D turbulent flows from 2D observation data,Nature Research,2023
On the generation and destruction mechanisms of arch vortices in urban fluid flows,American Institute of Physics Inc.,2022
Chebyshev collocation for optimal control in a thermoconvective flow,Global Science Press,2009
Unfolding wall turbulence,Elsevier B.V.,2024
Direct numerical simulation of thermal channel flow for medium high Prandtl numbers up to Rei 2000,Elsevier Ltd,2021
Approximation of the Couette Poiseuille flow on an annular domain in compressible regime for a hyperloop pod,Elsevier B.V.,2024
Wall turbulence at high friction reynolds numbers,International Symposium on Turbulence and Shear Flow Phenomena TSFP,2022
Turbulent plane Couette flow with wall transpiration,TU Delft,2015
Analysis of bifurcations in a Benard Marangoni problem: Gravitational effects,,2014
Thermal convection in a cylindrical annulus heated laterally,,2002
Turbulent boundary layers and channels at moderate Reynolds numbers,Cambridge University Press,2010
DNS of a turbulent Couette flow at constant wall transpiration up to Rei 1000,Cambridge University Press,2018
ASDG   An AI based framework for automatic classification of impact on the SDGs,Association for Computing Machinery,2022
DNS of thermal channel flow up to Rei 2000 for medium to low Prandtl numbers,Elsevier Ltd,2018
Evaluation of the Eulerian Lagrangian Spray Atomization (ELSA) model in spray simulations: 2D cases,,2013
Bifurcation diversity of dynamic thermocapillary liquid layers,,2002
Wall turbulence at high friction Reynolds numbers,American Physical Society,2022
Validation of symmetry induced high moment velocity and temperature scaling laws in a turbulent channel flow,American Physical Society,2024
Reynolds number effects on the Reynolds stress budgets in turbulent channels,American Institute of Physics Inc.,2008
Nonlinear plane waves in a long wavelength convection model,World Scientific Publishing Co. Pte Ltd,2001
Stratification effect on extreme scale rolls in plane Couette flows,American Physical Society,2021
Mathematical modeling of Ru(VI) catalyzed oxidation of alcohols by hexacyanoferrate(III),,2007
Influence of the computational domain on DNS of turbulent heat transfer up to Rei 2000 for Pr=0.71,Elsevier Ltd,2018
A sparse mesh for Compact Finite Difference   Fourier solvers with radius dependent spectral resolution in circular domains,,2014
CFD simulation of a hyperloop capsule inside a closed environment,Elsevier B.V.,2021
Recent Lessons From Computations in Wall Bounded Turbulence for Pipes and Channels,Springer Science and Business Media Deutschland GmbH,2024
Aim in Climate Change and City Pollution,Springer International Publishing,2022
Turbulent fluctuations above the buffer layer of wall bounded flows,Cambridge University Press,2008
Bifurcation diversity in an annular pool heated from below: Prandtl and biot numbers effects,Global Science Press,2013
Two dimensional compact finite difference schemes for solving the bi laplacian operator with homogeneous wall normal derivatives,MDPI,2021
Erratum: New scaling laws for turbulent Poiseuille flow with wall transpiration (Journal of Fluid Mechanics (2014) 751 (746) DOI: 10.1017/jfm.2014.98)),Cambridge University Press,2014
