title,journal,year
Effect of the horizontal aspect ratio on thermocapillary convection stability in annular pool with surface heat dissipation,International Journal of Heat and Mass Transfer,2020
New scaling laws for turbulent poiseuille flow with wall transpiration,,2013
Basic networks: Definition and applications,,2009
Tracking Turbulent Coherent Structures by Means of Neural Networks,Energies,2021
Prediction of cancer risk based on study of genetic variants in healthy women in the Spanish population (Prediccion de riesgo de cancer de mama en mujeres sanas de poblacion espanola basado en el estudio de variantes geneticas),Revista de Senología y Patología Mamaria,2019
Comparison of turbulent boundary layers and channels from direct numerical simulation,Conferencia,2009
A code for simulating heat transfer in turbulent channel flow,Mathematics Journal,2021
Following Vortices in Turbulent Channel Flows,Conferencia,2021
Three dimensional ESRGAN for super resolution reconstruction of turbulent flows with tricubic interpolation based transfer learning,American Institute of Physics,2022
Plane turbulent Couette flow: DNS large scale structures and symmetry induced scaling laws,,2015
Theoretical study of a Benard Marangoni problem,,2011
A large eddy simulation of diesel like gas jets,No indexada,2011
On the onset of instabilities in a Benard Marangoni problem in an annular domain with temperature gradient,,2017
Identifying regions of importance in wall bounded turbulence through explainable deep learning,Nature,2024
Utilizing indicator functions with computational data to confirm nature of overlap in normal turbulent stresses: Logarithmic or quarter power,American Institute of Physics,2024
A study of the mesh effect on a rocket plume simulation,Results in Engineering,2022
Application and evaluation of the Eulerian Lagrangian Spray Atomization (ELSA) model on CFD diesel spray simulations,SAE Technical Paper,2011
Oberlack et al. Reply,American Physical Society,2023
Assessment of Computational Fluid Dynamics acoustic prediction accuracy and deflector impact on launch aero acoustic environment,,2022
New scaling laws for turbulent Poiseuille flow with wall transpiration,Cambridge University Press,2014
Deflector shape impact on aero acoustic noise generation and propagation,Acta Astronautica,2023
Chebyshev Collocation for a Convective Problem in Primitive Variable Formulation,,2003
Evaluation and validation of ELSA model in diesel sprays: 3D cavitating nozzles case,Conferencia,2012
Aerodynamic optimization of a VTOL drone using winglets,Results in Engineering,2023
Thermal Structures in Turbulent Couette Flows by DNS,Conferencia,2020
A deep learning approach for reconstructing 3D turbulent flows from 2D observation data,Nature,2023
On the generation and destruction mechanisms of arch vortices in urban fluid flows,American Institute of Physics,2022
Chebyshev collocation for optimal control in a thermoconvective flow,No indexada,2009
Unfolding wall turbulence,Results in Engineering,2024
Direct numerical simulation of thermal channel flow for medium high Prandtl numbers up to Rei 2000,Journal of Fluid Mechanics,2021
Approximation of the Couette Poiseuille flow on an annular domain in compressible regime for a hyperloop pod,Results in Engineering,2024
Wall turbulence at high friction reynolds numbers,Conferencia,2022
Turbulent plane Couette flow with wall transpiration,TU Delft,2015
Analysis of bifurcations in a Benard Marangoni problem: Gravitational effects,,2014
Thermal convection in a cylindrical annulus heated laterally,,2002
Turbulent boundary layers and channels at moderate Reynolds numbers,Cambridge University Press,2010
DNS of a turbulent Couette flow at constant wall transpiration up to Rei 1000,Cambridge University Press,2018
ASDG   An AI based framework for automatic classification of impact on the SDGs,Association for Computing Machinery,2022
DNS of thermal channel flow up to Rei 2000 for medium to low Prandtl numbers,International Journal of Heat and Mass Transfer,2018
Evaluation of the Eulerian Lagrangian Spray Atomization (ELSA) model in spray simulations: 2D cases,,2013
Bifurcation diversity of dynamic thermocapillary liquid layers,,2002
Wall turbulence at high friction Reynolds numbers,American Physical Society,2022
Validation of symmetry induced high moment velocity and temperature scaling laws in a turbulent channel flow,American Physical Society,2024
Reynolds number effects on the Reynolds stress budgets in turbulent channels,American Institute of Physics,2008
Nonlinear plane waves in a long wavelength convection model,World Scientific Publishing Co. Pte Ltd,2001
Stratification effect on extreme scale rolls in plane Couette flows,American Physical Society,2021
Mathematical modeling of Ru(VI) catalyzed oxidation of alcohols by hexacyanoferrate(III),,2007
Influence of the computational domain on DNS of turbulent heat transfer up to Rei 2000 for Pr=0.71,International Journal of Heat and Mass Transfer,2018
A sparse mesh for Compact Finite Difference   Fourier solvers with radius dependent spectral resolution in circular domains,,2014
CFD simulation of a hyperloop capsule inside a closed environment,Universitat Politecnica de Valencia,2021
Recent Lessons From Computations in Wall Bounded Turbulence for Pipes and Channels,Conferencia,2024
Aim in Climate Change and City Pollution,Artificial Intelligence in Medicine,2022
Turbulent fluctuations above the buffer layer of wall bounded flows,Cambridge University Press,2008
Bifurcation diversity in an annular pool heated from below: Prandtl and biot numbers effects,No indexada,2013
Two dimensional compact finite difference schemes for solving the bi laplacian operator with homogeneous wall normal derivatives,Mathematics Journal,2021
Erratum: New scaling laws for turbulent Poiseuille flow with wall transpiration (Journal of Fluid Mechanics (2014) 751 (746) DOI: 10.1017/jfm.2014.98)),Cambridge University Press,2014
